"Modelo","Parametro","Dataset","Acuracia","Recall","Especificidade","F1","AUC"
"GLM","lambda=0.5",1,0.433915211970075,0.865384615384615,0.369627507163324,0.28391167192429,0.61750606127397
"GLM","lambda=0.5",2,0.478802992518703,0.826923076923077,0.426934097421203,0.291525423728814,0.62692858717214
"GLM","lambda=0.5",3,0.451371571072319,0.923076923076923,0.3810888252149,0.30379746835443,0.652082874145911
"GLM","lambda=0.5",4,0.443890274314214,0.884615384615385,0.378223495702006,0.292063492063492,0.631419440158695
"GLM","lambda=0.5",5,0.4214463840399,0.923076923076923,0.346704871060172,0.292682926829268,0.634890897068548
"GLM","lambda=0.5",6,0.44139650872818,0.980769230769231,0.361031518624642,0.312883435582822,0.670900374696936
"GLM","lambda=0.5",7,0.428927680798005,0.923076923076923,0.355300859598854,0.295384615384615,0.639188891337888
"GLM","lambda=0.5",8,0.399002493765586,0.942307692307692,0.318051575931232,0.289085545722714,0.630179634119462
"GLM","lambda=0.5",9,0.396508728179551,0.903846153846154,0.320916905444126,0.279761904761905,0.61238152964514
"GLM","lambda=0.5",10,0.354114713216958,1,0.257879656160458,0.286501377410468,0.628939828080229
